service_type,service_subtype,district,month,source_system,sla_hours,out_of_hours,accessibility_need,duplicate_signal,days_open,previous_contacts,vulnerability_flag,deprivation_band,channel,urgency_text,priority
children_services,send_support,Colchester,6,web_form,336,False,False,False,5,0,True,medium,web,send support case from web form,medium
benefits,signposting_to_district,Colchester,9,contact_centre,336,False,False,True,9,2,False,low,phone,signposting to district case from contact centre,low
children_services,early_help,Harlow,6,web_form,336,False,False,False,8,1,False,high,web,resident in Harlow reports school admission query; linked case may exist,medium
children_services,early_help,Chelmsford,8,contact_centre,72,False,False,True,1,3,False,medium,phone,early help case from contact centre,medium
highways,pothole_or_carriageway,Epping Forest,10,contact_centre,504,False,False,False,6,0,False,medium,phone,roadworks update; officer should check supporting evidence,low
waste,missed_collection,Harlow,9,teams_referral,240,False,False,False,2,2,False,high,in_person,container request; previous contact history needs review,low
highways,flooding_or_drainage,Tendring,3,web_form,240,False,False,False,11,1,False,high,web,roadworks update; previous contact history needs review,low
benefits,signposting_to_district,Braintree,8,shared_mailbox,240,False,False,False,2,1,True,medium,email,request for update; previous contact history needs review,low
adult_social_care,blue_badge_or_mobility,Maldon,3,contact_centre,168,False,False,False,11,2,True,medium,phone,information about support options; previous contact history needs review,high
highways,flooding_or_drainage,Braintree,6,shared_mailbox,336,False,False,False,1,2,False,medium,email,resident in Braintree reports request for inspection update,low
adult_social_care,blue_badge_or_mobility,Basildon,11,case_portal,240,False,False,False,9,2,True,high,web,resident in Basildon reports blue badge update,medium
children_services,safeguarding_child,Colchester,5,case_portal,4,False,False,True,3,5,True,medium,web,safeguarding concern for child; previous contact history needs review; linked case may exist,high
council_tax,single_person_discount,Tendring,3,shared_mailbox,48,False,False,False,2,0,True,high,email,resident in Tendring reports summons received,medium
council_tax,single_person_discount,Chelmsford,1,contact_centre,168,False,False,False,6,2,False,medium,phone,payment plan needed; previous contact history needs review; linked case may exist,low
children_services,school_admission,Colchester,10,shared_mailbox,120,False,False,False,1,0,False,medium,email,school transport issue; previous contact history needs review,low
housing,neighbourhood_nuisance,Harlow,6,web_form,24,False,False,False,11,3,False,high,web,resident in Harlow reports child in household,medium
housing,routine_repair_update,Chelmsford,1,shared_mailbox,8,False,False,False,18,2,False,medium,email,resident in Chelmsford reports homelessness; linked case may exist,high
benefits,change_of_circumstances,Rochford,3,case_portal,120,False,False,False,4,1,False,medium,web,resident in Rochford reports request for update,low
children_services,send_support,Castle Point,9,contact_centre,48,False,False,False,5,4,False,medium,phone,SEND support delayed; previous contact history needs review,medium
highways,flooding_or_drainage,Rochford,7,web_form,120,False,False,False,1,3,False,low,web,street light out on footpath; officer should check supporting evidence; resident asks for reasonable adjustment,low
highways,pothole_or_carriageway,Rochford,3,contact_centre,48,False,False,False,11,4,False,low,phone,resident in Rochford reports drain blocked after rain,medium
housing,routine_repair_update,Colchester,3,web_form,336,False,False,False,5,0,False,medium,web,routine repair question; previous contact history needs review; resident asks for reasonable adjustment,low
waste,container_request,Tendring,11,web_form,120,False,False,True,5,3,False,medium,web,missed collection repeated; officer should check supporting evidence,low
highways,permit_or_roadworks,Chelmsford,10,contact_centre,72,False,False,False,5,0,False,medium,phone,large pothole reported twice; previous contact history needs review,low
waste,missed_collection,Harlow,9,teams_referral,168,False,False,False,0,0,False,high,in_person,container request; officer should check supporting evidence; linked case may exist,low
highways,permit_or_roadworks,Maldon,12,case_portal,168,False,False,False,6,0,False,medium,web,permit or roadworks case from case portal,low
adult_social_care,equipment_or_adaptation,Epping Forest,7,contact_centre,72,False,False,False,8,1,False,medium,phone,carer is struggling; previous contact history needs review,medium
children_services,safeguarding_child,Basildon,1,case_portal,8,False,False,True,11,6,False,high,in_person,safeguarding child case from case portal,high
children_services,send_support,Maldon,1,contact_centre,24,False,False,True,9,4,False,medium,phone,child missing education; officer should check supporting evidence; resident asks for reasonable adjustment; linked case may exist,high
waste,missed_collection,Colchester,12,contact_centre,168,True,False,False,3,1,False,medium,phone,missed collection case from contact centre,low
highways,street_lighting,Maldon,7,shared_mailbox,504,False,False,False,1,1,False,low,email,street lighting case from shared mailbox,low
benefits,evidence_request,Basildon,7,contact_centre,120,False,False,False,2,2,False,high,phone,evidence request case from contact centre; linked case may exist,medium
highways,pothole_or_carriageway,Uttlesford,1,shared_mailbox,120,False,False,False,15,3,False,low,email,pothole or carriageway case from shared mailbox,low
housing,neighbourhood_nuisance,Tendring,12,shared_mailbox,504,False,True,True,11,4,True,high,email,repair appointment update; previous contact history needs review,high
highways,permit_or_roadworks,Castle Point,6,web_form,504,False,False,False,8,1,False,medium,web,resident in Castle Point reports roadworks update; resident asks for reasonable adjustment; linked case may exist,low
benefits,overpayment_or_appeal,Chelmsford,3,web_form,168,False,False,False,8,4,False,medium,web,appeal deadline approaching; officer should check supporting evidence; linked case may exist,low
council_tax,recovery_or_summons,Rochford,1,shared_mailbox,48,False,False,True,2,2,False,low,email,bill dispute repeated; previous contact history needs review,medium
waste,garden_waste,Chelmsford,9,case_portal,24,False,False,False,5,3,False,high,web,clinical waste not collected; officer should check supporting evidence; linked case may exist,high
highways,traffic_signal_fault,Brentwood,10,contact_centre,4,False,False,False,13,0,False,medium,phone,traffic signal fault case from contact centre,medium
waste,garden_waste,Braintree,6,web_form,120,False,False,False,2,2,False,medium,web,fly tipping blocking access; previous contact history needs review; linked case may exist,low
children_services,early_help,Braintree,5,shared_mailbox,120,False,True,False,8,5,True,medium,email,SEND support delayed; officer should check supporting evidence; resident asks for reasonable adjustment,high
children_services,early_help,Uttlesford,2,shared_mailbox,168,False,True,False,4,1,True,low,email,early help case from shared mailbox; linked case may exist,medium
housing,routine_repair_update,Epping Forest,9,shared_mailbox,120,False,False,False,1,3,True,medium,email,repeat repair; previous contact history needs review,medium
housing,neighbourhood_nuisance,Chelmsford,6,contact_centre,504,False,False,False,15,1,False,medium,phone,resident in Chelmsford reports general housing enquiry,medium
benefits,discretionary_payment,Basildon,11,shared_mailbox,72,False,False,False,0,3,False,high,email,resident in Basildon reports evidence already supplied; linked case may exist,low
children_services,early_help,Colchester,12,web_form,168,False,False,False,0,1,False,medium,web,SEND support delayed; previous contact history needs review,low
children_services,early_help,Chelmsford,11,contact_centre,48,False,False,True,4,3,False,medium,phone,safeguarding concern for child; previous contact history needs review,high
benefits,change_of_circumstances,Epping Forest,6,case_portal,4,False,False,False,11,2,False,medium,web,change of circumstances case from case portal; resident asks for reasonable adjustment,medium
waste,fly_tipping,Rochford,9,web_form,168,False,False,True,5,4,False,low,web,fly tipping blocking access; officer should check supporting evidence; linked case may exist,medium
waste,missed_collection,Basildon,11,web_form,168,False,False,True,7,2,False,high,web,fly tipping blocking access; officer should check supporting evidence,low
highways,pothole_or_carriageway,Colchester,7,web_form,504,False,False,False,5,3,False,high,web,minor pothole report; previous contact history needs review,low
adult_social_care,care_package_breakdown,Braintree,8,contact_centre,240,False,False,False,10,2,True,medium,phone,care package breakdown case from contact centre,high
benefits,housing_benefit_query,Epping Forest,10,web_form,168,False,False,False,8,0,False,medium,web,change of circumstances form; previous contact history needs review,low
council_tax,discount_or_exemption,Basildon,8,shared_mailbox,48,False,False,False,2,4,False,high,email,vulnerable household debt; previous contact history needs review; linked case may exist,low
children_services,safeguarding_child,Tendring,7,shared_mailbox,24,False,False,False,0,5,True,high,email,safeguarding concern for child; previous contact history needs review,high
council_tax,discount_or_exemption,Epping Forest,11,shared_mailbox,48,False,False,False,4,6,False,medium,email,payment plan needed; officer should check supporting evidence; linked case may exist,low
highways,winter_or_obstruction,Maldon,6,shared_mailbox,336,False,False,False,7,3,False,medium,email,request for inspection update; officer should check supporting evidence; linked case may exist,low
council_tax,payment_plan,Basildon,7,web_form,168,False,False,False,5,0,True,high,web,moving home notification; previous contact history needs review; resident asks for reasonable adjustment; linked case may exist,medium
housing,damp_mould_or_disrepair,Chelmsford,10,shared_mailbox,504,False,False,False,7,1,False,low,email,general housing enquiry; officer should check supporting evidence; resident asks for reasonable adjustment,low
benefits,evidence_request,Harlow,1,web_form,120,False,False,False,1,2,True,high,web,evidence request case from web form,medium
council_tax,discount_or_exemption,Chelmsford,8,contact_centre,168,False,False,False,0,2,False,medium,phone,resident in Chelmsford reports payment plan needed; resident asks for reasonable adjustment,low
housing,homelessness_prevention,Braintree,12,case_portal,4,False,False,False,9,2,False,medium,web,severe damp; previous contact history needs review,medium
housing,damp_mould_or_disrepair,Basildon,10,shared_mailbox,504,False,False,False,7,0,True,high,email,general housing enquiry; previous contact history needs review,medium
children_services,safeguarding_child,Epping Forest,4,shared_mailbox,24,False,False,True,3,4,False,medium,email,safeguarding child case from shared mailbox,high
council_tax,bill_query,Chelmsford,5,web_form,240,False,False,False,0,1,False,medium,web,resident in Chelmsford reports moving home notification,low
housing,routine_repair_update,Castle Point,8,contact_centre,48,False,False,False,17,2,False,medium,phone,routine repair update case from contact centre; linked case may exist,medium
council_tax,move_in_or_move_out,Castle Point,5,contact_centre,336,False,False,False,1,1,True,medium,phone,move in or move out case from contact centre,medium
adult_social_care,financial_assessment,Basildon,2,shared_mailbox,168,False,False,False,11,0,False,high,email,equipment delay; officer should check supporting evidence,medium
highways,street_lighting,Chelmsford,10,web_form,168,False,False,False,14,0,False,medium,web,large pothole reported twice; officer should check supporting evidence; linked case may exist,low
highways,street_lighting,Braintree,6,contact_centre,240,False,False,False,2,0,False,high,phone,street lighting case from contact centre; linked case may exist,low
benefits,housing_benefit_query,Chelmsford,3,teams_referral,72,False,False,False,0,2,False,low,in_person,resident in Chelmsford reports evidence already supplied; linked case may exist,low
council_tax,bill_query,Tendring,2,web_form,120,False,False,False,7,3,False,high,web,payment plan needed; officer should check supporting evidence,low
adult_social_care,care_package_breakdown,Brentwood,2,web_form,120,False,True,False,9,1,True,medium,web,resident in Brentwood reports carer is struggling,high
benefits,housing_benefit_query,Brentwood,5,shared_mailbox,168,False,False,False,6,2,False,low,email,resident in Brentwood reports payment delayed; linked case may exist,low
children_services,early_help,Harlow,12,web_form,336,False,False,False,6,0,True,medium,web,early help case from web form,medium
waste,missed_collection,Colchester,5,web_form,168,False,False,False,8,1,False,medium,web,missed collection case from web form,low
waste,container_request,Maldon,3,web_form,8,False,False,False,7,4,True,medium,web,container request case from web form,medium
children_services,send_support,Basildon,9,shared_mailbox,48,True,False,True,14,2,False,high,email,send support case from shared mailbox,high
children_services,send_support,Castle Point,10,case_portal,168,False,False,False,3,0,False,medium,web,general family support question; officer should check supporting evidence; resident asks for reasonable adjustment,low
council_tax,discount_or_exemption,Chelmsford,11,contact_centre,120,False,False,False,3,1,False,medium,phone,resident in Chelmsford reports single person discount update,low
benefits,discretionary_payment,Chelmsford,10,contact_centre,72,False,False,True,9,4,False,medium,phone,discretionary payment case from contact centre; linked case may exist,medium
children_services,early_help,Brentwood,4,contact_centre,168,False,False,False,3,3,False,low,phone,early help case from contact centre,medium
benefits,cost_of_living_support,Colchester,12,web_form,24,False,False,False,9,3,False,low,web,resident in Colchester reports no money for food,medium
council_tax,bill_query,Tendring,7,web_form,120,False,False,False,6,4,False,high,web,resident in Tendring reports discount evidence supplied,low
adult_social_care,blue_badge_or_mobility,Colchester,4,contact_centre,120,False,False,False,0,0,True,low,phone,blue badge update; previous contact history needs review,medium
benefits,overpayment_or_appeal,Epping Forest,6,shared_mailbox,240,False,False,False,6,0,True,medium,email,change of circumstances form; previous contact history needs review,low
waste,missed_collection,Brentwood,1,shared_mailbox,4,False,False,False,9,2,False,low,email,hazardous fly tipping; previous contact history needs review,low
highways,permit_or_roadworks,Tendring,1,contact_centre,120,False,False,False,5,3,False,high,phone,resident in Tendring reports large pothole reported twice,medium
highways,pothole_or_carriageway,Basildon,4,shared_mailbox,48,False,True,True,11,3,True,high,email,resident in Basildon reports blocked emergency access,high
highways,pothole_or_carriageway,Rochford,5,web_form,168,False,False,False,10,0,False,low,web,drain blocked after rain; officer should check supporting evidence,low
highways,flooding_or_drainage,Braintree,9,case_portal,120,False,False,False,15,6,False,low,web,resident in Braintree reports large pothole reported twice,medium
benefits,signposting_to_district,Epping Forest,7,shared_mailbox,120,False,False,False,16,1,False,medium,email,request for update; previous contact history needs review,low
benefits,cost_of_living_support,Colchester,7,web_form,48,False,False,True,12,2,False,medium,web,cost of living support case from web form,medium
council_tax,bill_query,Braintree,4,case_portal,24,False,False,False,3,7,False,medium,web,cannot afford payment; officer should check supporting evidence,medium
benefits,signposting_to_district,Chelmsford,11,contact_centre,48,False,False,True,11,2,False,medium,phone,no money for food; previous contact history needs review; resident asks for reasonable adjustment,medium
highways,traffic_signal_fault,Braintree,6,contact_centre,24,False,False,True,8,3,False,medium,phone,minor pothole report; officer should check supporting evidence,high
waste,garden_waste,Castle Point,5,web_form,168,False,False,False,3,0,False,medium,web,bin collection dispute; previous contact history needs review,low
children_services,adoption_or_fostering,Colchester,3,case_portal,168,False,False,False,8,3,True,medium,in_person,resident in Colchester reports family needs early help,high
children_services,early_help,Castle Point,4,contact_centre,168,False,False,False,2,3,False,medium,phone,school transport issue; previous contact history needs review,medium
waste,fly_tipping,Tendring,6,case_portal,120,False,False,True,8,5,False,high,web,fly tipping case from case portal,medium
adult_social_care,care_package_breakdown,Colchester,11,contact_centre,336,False,True,False,13,0,True,medium,phone,care package breakdown case from contact centre,high
highways,pothole_or_carriageway,Epping Forest,7,web_form,336,False,False,False,9,4,False,medium,web,pothole or carriageway case from web form,low
adult_social_care,carer_support,Tendring,5,contact_centre,24,False,False,False,9,8,False,high,phone,carer support case from contact centre; linked case may exist,high
children_services,family_support,Basildon,3,contact_centre,24,False,True,True,2,2,True,medium,phone,safeguarding concern for child; previous contact history needs review,high
waste,missed_collection,Epping Forest,6,contact_centre,120,False,False,False,5,3,False,low,phone,missed collection case from contact centre; linked case may exist,low
children_services,early_help,Rochford,3,contact_centre,120,False,False,False,3,3,False,low,phone,resident in Rochford reports school transport issue; resident asks for reasonable adjustment,medium
highways,street_lighting,Chelmsford,8,web_form,8,False,False,False,9,6,False,medium,web,resident in Chelmsford reports traffic lights failed,medium
adult_social_care,assessment_waiting_list,Brentwood,6,contact_centre,24,False,False,False,4,4,True,low,phone,resident in Brentwood reports hospital discharge risk; resident asks for reasonable adjustment,high
council_tax,discount_or_exemption,Harlow,3,web_form,336,False,True,False,7,2,True,medium,web,direct debit question; previous contact history needs review,medium
benefits,housing_benefit_query,Chelmsford,8,web_form,48,False,False,False,10,3,False,high,web,resident in Chelmsford reports payment delayed,medium
council_tax,bill_query,Braintree,2,case_portal,24,False,False,False,6,2,True,medium,web,bill query case from case portal,medium
children_services,adoption_or_fostering,Harlow,2,shared_mailbox,168,False,False,False,4,4,False,high,email,resident in Harlow reports school transport issue; resident asks for reasonable adjustment,medium
highways,street_lighting,Tendring,3,web_form,240,False,False,False,10,1,False,high,web,request for inspection update; previous contact history needs review,low
housing,access_to_property,Basildon,4,web_form,48,False,False,False,11,1,False,high,web,no heating; previous contact history needs review; resident asks for reasonable adjustment,high
children_services,send_support,Tendring,2,case_portal,72,False,True,False,5,6,True,high,in_person,family needs early help; previous contact history needs review; linked case may exist,high
waste,container_request,Epping Forest,10,case_portal,120,False,False,False,2,0,False,high,web,resident in Epping Forest reports garden waste subscription question,low
waste,garden_waste,Braintree,7,web_form,24,False,False,False,6,3,False,medium,web,assisted collection missed repeatedly; officer should check supporting evidence,medium
children_services,safeguarding_child,Braintree,1,web_form,4,False,False,False,8,4,True,medium,web,school transport issue; officer should check supporting evidence; resident asks for reasonable adjustment,high
housing,neighbourhood_nuisance,Tendring,11,web_form,48,False,False,False,8,7,False,high,web,neighbourhood nuisance case from web form,medium
highways,pothole_or_carriageway,Epping Forest,8,contact_centre,72,False,False,False,10,3,False,medium,phone,drain blocked after rain; previous contact history needs review; linked case may exist,medium
housing,routine_repair_update,Colchester,5,case_portal,48,False,False,False,14,2,False,medium,in_person,repair delay; officer should check supporting evidence,medium
housing,no_heating_or_hot_water,Epping Forest,6,web_form,24,False,False,False,4,1,False,low,web,resident in Epping Forest reports unsafe electrics; linked case may exist,high
benefits,evidence_request,Braintree,8,shared_mailbox,48,False,False,True,6,5,False,medium,email,urgent cost of living support; previous contact history needs review; resident asks for reasonable adjustment,medium
benefits,overpayment_or_appeal,Basildon,10,contact_centre,72,False,False,False,0,2,False,high,phone,resident in Basildon reports appeal deadline approaching,low
waste,clinical_or_special_waste,Colchester,4,shared_mailbox,24,False,False,True,5,3,False,medium,email,clinical or special waste case from shared mailbox; resident asks for reasonable adjustment,medium
benefits,change_of_circumstances,Epping Forest,7,web_form,48,False,False,False,4,4,False,medium,web,change of circumstances case from web form,low
children_services,school_transport,Chelmsford,10,shared_mailbox,8,False,False,False,6,7,True,medium,email,school transport case from shared mailbox,high
children_services,send_support,Tendring,4,contact_centre,168,False,False,False,3,1,False,high,phone,resident in Tendring reports fostering information request; resident asks for reasonable adjustment,medium
children_services,school_admission,Tendring,7,web_form,72,False,False,False,3,2,False,high,web,school admission case from web form,medium
benefits,housing_benefit_query,Brentwood,11,web_form,48,False,False,True,2,5,False,low,web,evidence already supplied; officer should check supporting evidence,medium
housing,neighbourhood_nuisance,Colchester,9,contact_centre,504,False,False,False,4,0,False,medium,phone,repair appointment update; previous contact history needs review; linked case may exist,low
children_services,school_admission,Tendring,5,contact_centre,120,False,False,False,0,3,False,high,phone,family needs early help; officer should check supporting evidence,medium
highways,flooding_or_drainage,Colchester,4,contact_centre,240,False,False,False,6,2,False,medium,phone,request for inspection update; officer should check supporting evidence,low
council_tax,move_in_or_move_out,Castle Point,9,contact_centre,168,False,False,False,6,1,False,medium,phone,single person discount update; previous contact history needs review,low
benefits,change_of_circumstances,Colchester,5,shared_mailbox,168,False,False,False,16,2,False,medium,email,evidence already supplied; previous contact history needs review,low
highways,flooding_or_drainage,Chelmsford,8,case_portal,336,False,False,False,2,1,False,low,web,roadworks update; previous contact history needs review,low
children_services,send_support,Epping Forest,5,shared_mailbox,336,False,True,False,2,1,True,medium,email,school admission query; previous contact history needs review,medium
housing,neighbourhood_nuisance,Chelmsford,5,case_portal,336,False,False,False,8,2,True,medium,web,resident in Chelmsford reports repair appointment update,medium
housing,neighbourhood_nuisance,Uttlesford,8,case_portal,4,False,False,False,5,3,False,low,in_person,severe damp; previous contact history needs review; resident asks for reasonable adjustment,high
council_tax,move_in_or_move_out,Tendring,12,contact_centre,4,False,False,False,3,2,False,high,phone,resident in Tendring reports vulnerable household debt,medium
adult_social_care,blue_badge_or_mobility,Basildon,4,shared_mailbox,120,True,False,False,4,1,False,high,email,resident in Basildon reports care charge question,medium
highways,permit_or_roadworks,Basildon,8,shared_mailbox,336,False,False,False,3,4,False,medium,email,roadworks update; previous contact history needs review,low
housing,routine_repair_update,Rochford,10,shared_mailbox,504,False,False,False,12,1,False,medium,email,routine repair update case from shared mailbox,low
children_services,send_support,Epping Forest,6,case_portal,72,False,False,False,1,5,False,medium,in_person,resident in Epping Forest reports SEND support delayed; resident asks for reasonable adjustment; linked case may exist,medium
council_tax,discount_or_exemption,Chelmsford,12,contact_centre,168,False,False,False,8,2,False,high,phone,discount or exemption case from contact centre; linked case may exist,low
highways,footway_defect,Uttlesford,3,web_form,4,False,False,False,11,2,False,medium,web,traffic lights failed; officer should check supporting evidence,medium
highways,footway_defect,Braintree,8,contact_centre,120,False,False,False,3,4,False,medium,phone,resident in Braintree reports street light out on footpath,medium
benefits,discretionary_payment,Castle Point,5,web_form,120,False,False,True,6,3,False,medium,web,discretionary payment case from web form,low
children_services,family_support,Uttlesford,1,web_form,336,False,False,False,2,0,False,low,web,general family support question; officer should check supporting evidence,low
children_services,send_support,Basildon,4,contact_centre,120,True,False,False,7,1,False,high,phone,school transport issue; previous contact history needs review,medium
adult_social_care,equipment_or_adaptation,Chelmsford,9,case_portal,240,False,True,False,16,0,True,medium,in_person,care charge question; previous contact history needs review,high
council_tax,payment_plan,Tendring,11,case_portal,72,False,False,False,0,1,False,high,in_person,payment plan case from case portal,low
adult_social_care,care_package_breakdown,Basildon,12,case_portal,48,False,False,False,8,2,False,high,web,care package breakdown case from case portal; resident asks for reasonable adjustment,medium
highways,flooding_or_drainage,Rochford,4,web_form,336,False,False,False,6,1,False,low,web,request for inspection update; officer should check supporting evidence,low
children_services,school_admission,Castle Point,10,web_form,48,False,False,False,4,2,True,medium,web,school admission case from web form,medium
highways,street_lighting,Braintree,12,web_form,240,False,False,False,7,1,False,medium,web,request for inspection update; officer should check supporting evidence,low
benefits,housing_benefit_query,Colchester,11,case_portal,24,False,False,True,2,5,False,low,web,no money for food; previous contact history needs review,medium
adult_social_care,assessment_waiting_list,Brentwood,6,case_portal,48,False,False,False,0,1,False,low,web,resident in Brentwood reports assessment overdue; resident asks for reasonable adjustment,low
council_tax,bill_query,Tendring,3,web_form,120,False,False,False,1,3,False,medium,web,bill query case from web form; resident asks for reasonable adjustment,low
adult_social_care,care_package_breakdown,Harlow,12,contact_centre,240,False,False,False,10,2,True,high,phone,care charge question; officer should check supporting evidence,high
housing,damp_mould_or_disrepair,Colchester,3,contact_centre,168,False,False,False,9,0,False,medium,phone,general housing enquiry; previous contact history needs review,low
benefits,change_of_circumstances,Colchester,10,contact_centre,336,False,False,False,8,1,True,medium,phone,benefit calculation query; previous contact history needs review,medium
waste,garden_waste,Harlow,9,web_form,72,False,False,False,3,1,False,high,web,garden waste case from web form; resident asks for reasonable adjustment,low
children_services,adoption_or_fostering,Uttlesford,5,web_form,120,False,False,False,7,2,False,low,web,general family support question; previous contact history needs review,low
housing,no_heating_or_hot_water,Rochford,11,web_form,48,False,True,False,10,3,True,medium,web,repair delay; officer should check supporting evidence,high
council_tax,move_in_or_move_out,Braintree,1,contact_centre,240,True,False,False,2,0,False,medium,phone,move in or move out case from contact centre,low
children_services,early_help,Colchester,10,contact_centre,24,False,True,False,11,4,True,medium,phone,risk of harm; previous contact history needs review,high
housing,neighbourhood_nuisance,Epping Forest,6,contact_centre,240,False,False,False,7,0,False,medium,phone,neighbourhood nuisance case from contact centre,low
children_services,family_support,Tendring,12,case_portal,168,False,False,False,9,2,False,high,web,school transport issue; officer should check supporting evidence; resident asks for reasonable adjustment,medium
housing,temporary_accommodation,Basildon,11,web_form,24,False,False,False,6,6,False,medium,web,resident in Basildon reports child in household,medium
council_tax,direct_debit,Chelmsford,6,web_form,48,False,False,False,7,3,False,medium,web,direct debit case from web form; linked case may exist,low
adult_social_care,blue_badge_or_mobility,Basildon,6,contact_centre,240,True,False,False,0,0,False,high,phone,care charge question; previous contact history needs review; linked case may exist,medium
children_services,family_support,Braintree,9,contact_centre,24,False,True,True,11,4,True,medium,phone,resident in Braintree reports safeguarding concern for child,high
highways,pothole_or_carriageway,Epping Forest,10,contact_centre,168,False,False,True,4,2,False,medium,phone,pothole or carriageway case from contact centre,low
adult_social_care,care_package_breakdown,Colchester,6,web_form,168,False,False,False,8,2,False,low,web,resident in Colchester reports blue badge update,medium
children_services,early_help,Colchester,1,contact_centre,72,False,False,False,3,1,False,medium,phone,family needs early help; officer should check supporting evidence,medium
benefits,housing_benefit_query,Colchester,10,shared_mailbox,336,False,False,False,6,1,False,medium,email,resident in Colchester reports benefit calculation query; resident asks for reasonable adjustment,low
children_services,family_support,Chelmsford,12,contact_centre,240,False,False,False,6,1,False,medium,phone,resident in Chelmsford reports general family support question; resident asks for reasonable adjustment; linked case may exist,medium
council_tax,payment_plan,Epping Forest,12,contact_centre,168,False,False,False,8,2,True,medium,phone,resident in Epping Forest reports moving home notification,medium
adult_social_care,equipment_or_adaptation,Colchester,1,web_form,24,False,False,False,7,3,False,medium,web,safeguarding concern; previous contact history needs review; resident asks for reasonable adjustment,high
waste,missed_collection,Basildon,5,contact_centre,240,False,False,False,4,0,False,medium,phone,container request; previous contact history needs review,low
adult_social_care,equipment_or_adaptation,Castle Point,4,shared_mailbox,168,False,False,False,0,5,False,medium,email,resident in Castle Point reports mobility worsening; linked case may exist,medium
adult_social_care,equipment_or_adaptation,Harlow,1,shared_mailbox,48,False,False,False,5,6,True,high,email,equipment delay; officer should check supporting evidence,high
adult_social_care,assessment_waiting_list,Harlow,4,teams_referral,336,False,False,False,11,0,False,high,in_person,information about support options; officer should check supporting evidence,medium
adult_social_care,carer_support,Basildon,3,shared_mailbox,8,False,False,False,4,3,True,medium,email,hospital discharge risk; officer should check supporting evidence; resident asks for reasonable adjustment,high
council_tax,single_person_discount,Brentwood,3,web_form,8,False,False,False,6,3,False,low,web,single person discount case from web form,medium
benefits,change_of_circumstances,Castle Point,9,shared_mailbox,240,False,False,False,8,0,False,medium,email,change of circumstances case from shared mailbox; resident asks for reasonable adjustment,low
children_services,adoption_or_fostering,Colchester,4,contact_centre,24,False,False,False,5,1,False,medium,phone,risk of harm; officer should check supporting evidence,high
children_services,family_support,Harlow,2,web_form,24,False,False,False,0,3,False,high,web,family support case from web form,medium
highways,pothole_or_carriageway,Brentwood,9,contact_centre,504,False,False,False,7,0,False,low,phone,resident in Brentwood reports roadworks update,low
waste,container_request,Harlow,2,shared_mailbox,72,False,False,False,6,3,False,high,email,missed collection repeated; previous contact history needs review,medium
housing,neighbourhood_nuisance,Colchester,2,contact_centre,336,False,False,False,3,4,False,low,phone,neighbourhood nuisance case from contact centre; resident asks for reasonable adjustment,low
adult_social_care,care_package_breakdown,Chelmsford,5,contact_centre,168,False,False,False,2,1,False,medium,phone,resident in Chelmsford reports information about support options; linked case may exist,medium
highways,street_lighting,Epping Forest,3,web_form,8,False,False,False,5,1,True,medium,web,street lighting case from web form,medium
highways,pothole_or_carriageway,Tendring,11,web_form,8,False,False,False,11,3,True,high,web,blocked emergency access; officer should check supporting evidence,high
waste,container_request,Tendring,2,contact_centre,8,True,False,False,8,3,False,high,phone,hazardous fly tipping; officer should check supporting evidence,medium
benefits,overpayment_or_appeal,Castle Point,2,contact_centre,240,True,False,False,9,3,False,medium,phone,change of circumstances form; previous contact history needs review; linked case may exist,medium
benefits,cost_of_living_support,Harlow,7,contact_centre,48,False,False,True,5,2,False,high,phone,payment delayed; previous contact history needs review; linked case may exist,medium
benefits,evidence_request,Chelmsford,5,contact_centre,336,False,False,False,1,1,True,medium,phone,resident in Chelmsford reports change of circumstances form,medium
children_services,send_support,Braintree,12,case_portal,240,False,False,False,9,1,False,medium,in_person,send support case from case portal; linked case may exist,low
children_services,family_support,Tendring,4,case_portal,240,False,False,True,9,3,False,high,in_person,fostering information request; officer should check supporting evidence; linked case may exist,medium
benefits,overpayment_or_appeal,Chelmsford,4,contact_centre,168,False,False,False,7,6,False,medium,phone,resident in Chelmsford reports evidence already supplied,medium
highways,flooding_or_drainage,Maldon,4,contact_centre,48,False,False,False,13,6,False,medium,phone,drain blocked after rain; previous contact history needs review,medium
housing,routine_repair_update,Rochford,6,contact_centre,72,False,False,False,5,0,False,medium,phone,resident in Rochford reports mould recurring,low
council_tax,discount_or_exemption,Colchester,2,contact_centre,168,False,False,False,0,1,True,medium,phone,payment plan needed; previous contact history needs review,medium
children_services,early_help,Basildon,3,contact_centre,48,False,True,True,5,4,True,medium,phone,school transport issue; previous contact history needs review,high
council_tax,recovery_or_summons,Tendring,9,case_portal,168,False,False,False,5,4,False,high,web,resident in Tendring reports direct debit question,medium
children_services,adoption_or_fostering,Chelmsford,4,case_portal,48,False,False,False,4,5,True,medium,in_person,adoption or fostering case from case portal; linked case may exist,high
adult_social_care,care_package_breakdown,Tendring,9,contact_centre,8,False,False,True,3,3,True,high,phone,care package failing; officer should check supporting evidence; linked case may exist,high
housing,homelessness_prevention,Uttlesford,1,web_form,168,False,False,False,1,1,True,low,web,homelessness prevention case from web form,high
housing,access_to_property,Castle Point,12,case_portal,24,False,False,False,2,0,False,medium,web,severe damp; officer should check supporting evidence,low
