case_id,service_type,days_open,previous_contacts,vulnerability_flag,deprivation_band,channel,urgency_text,priority
CASE-00799,benefits,0,4,False,high,phone,risk of homelessness within days,high
CASE-00800,adult_social_care,2,2,False,medium,in_person,repeat contact and resident is frustrated,low
CASE-00801,waste,8,3,False,high,phone,general enquiry about service times,medium
CASE-00802,highways,3,0,True,medium,in_person,request for update when possible,medium
CASE-00803,benefits,3,5,False,low,phone,minor issue reported online,low
CASE-00804,housing,8,2,False,medium,email,payment query needs resolution this week,low
CASE-00805,children_services,0,3,False,medium,web,unsafe road defect near school entrance,high
CASE-00806,benefits,4,1,False,low,web,payment query needs resolution this week,low
CASE-00807,council_tax,10,0,True,high,web,repeat contact and resident is frustrated,medium
CASE-00808,benefits,5,3,False,high,phone,repeat contact and resident is frustrated,medium
CASE-00809,benefits,5,0,True,medium,email,minor issue reported online,medium
CASE-00810,housing,2,5,False,low,web,minor issue reported online,low
CASE-00811,housing,6,0,True,low,web,safeguarding concern raised by family member,high
CASE-00812,adult_social_care,6,0,True,medium,web,risk of homelessness within days,high
CASE-00813,housing,2,1,True,medium,phone,unsafe road defect near school entrance,high
CASE-00814,waste,3,0,True,medium,email,general enquiry about service times,low
CASE-00815,benefits,1,0,False,high,phone,missed appointment causing inconvenience,low
CASE-00816,adult_social_care,3,2,False,medium,email,repeat contact and resident is frustrated,low
CASE-00817,children_services,5,3,False,high,web,routine form completion question,medium
CASE-00818,children_services,6,2,False,medium,web,repeat contact and resident is frustrated,low
CASE-00819,waste,2,4,False,high,web,repair delay affecting daily routine,low
CASE-00820,highways,0,6,False,medium,web,repair delay affecting daily routine,low
CASE-00821,waste,6,1,False,high,phone,general enquiry about service times,low
CASE-00822,waste,3,3,False,medium,web,general enquiry about service times,low
CASE-00823,children_services,12,1,False,medium,phone,general enquiry about service times,medium
CASE-00824,highways,12,1,False,low,web,minor issue reported online,low
CASE-00825,children_services,4,1,False,medium,web,request for update when possible,medium
CASE-00826,housing,2,2,False,medium,phone,missed appointment causing inconvenience,low
CASE-00827,adult_social_care,12,0,False,high,phone,general enquiry about service times,medium
CASE-00828,council_tax,1,2,False,medium,email,routine form completion question,low
CASE-00829,council_tax,0,5,True,low,phone,no heating and vulnerable resident affected,high
CASE-00830,adult_social_care,10,5,True,medium,web,urgent care support appears to be failing,high
CASE-00831,council_tax,13,3,True,low,web,general enquiry about service times,high
CASE-00832,children_services,2,3,True,high,email,minor issue reported online,high
CASE-00833,children_services,11,3,False,medium,email,repeat contact and resident is frustrated,medium
CASE-00834,housing,2,1,False,high,phone,repeat contact and resident is frustrated,low
CASE-00835,waste,3,2,True,low,web,urgent care support appears to be failing,medium
CASE-00836,adult_social_care,5,3,False,medium,phone,payment query needs resolution this week,medium
CASE-00837,benefits,4,3,True,medium,phone,no heating and vulnerable resident affected,high
CASE-00838,children_services,4,2,True,medium,web,routine form completion question,medium
CASE-00839,adult_social_care,3,0,False,high,email,request for update when possible,low
CASE-00840,highways,8,1,False,high,phone,missed appointment causing inconvenience,low
CASE-00841,waste,3,6,False,low,web,payment query needs resolution this week,low
CASE-00842,highways,2,2,False,low,web,general enquiry about service times,low
CASE-00843,children_services,10,2,False,medium,phone,routine form completion question,medium
CASE-00844,children_services,2,3,False,low,web,unsafe road defect near school entrance,high
CASE-00845,housing,0,0,False,high,web,safeguarding concern raised by family member,medium
CASE-00846,adult_social_care,7,1,True,low,email,safeguarding concern raised by family member,high
CASE-00847,housing,0,3,True,low,email,unsafe road defect near school entrance,high
CASE-00848,benefits,9,6,False,high,email,request for update when possible,medium
CASE-00849,adult_social_care,2,0,False,medium,in_person,general enquiry about service times,low
CASE-00850,benefits,7,2,True,high,web,request for update when possible,medium
CASE-00851,benefits,8,1,False,medium,web,repair delay affecting daily routine,low
CASE-00852,waste,7,3,True,medium,phone,urgent care support appears to be failing,high
CASE-00853,children_services,5,0,False,high,web,routine form completion question,medium
CASE-00854,children_services,7,2,False,low,web,minor issue reported online,low
CASE-00855,housing,0,2,False,medium,email,routine form completion question,low
CASE-00856,adult_social_care,7,0,False,high,web,repeat contact and resident is frustrated,medium
CASE-00857,adult_social_care,7,0,True,low,web,minor issue reported online,medium
CASE-00858,benefits,5,6,False,high,phone,no heating and vulnerable resident affected,high
CASE-00859,highways,1,3,False,medium,phone,missed appointment causing inconvenience,low
CASE-00860,adult_social_care,7,3,True,medium,phone,payment query needs resolution this week,high
CASE-00861,housing,5,0,False,low,web,repair delay affecting daily routine,low
CASE-00862,children_services,0,5,True,low,email,risk of homelessness within days,high
CASE-00863,children_services,1,3,False,low,email,safeguarding concern raised by family member,high
CASE-00864,highways,4,3,False,high,phone,routine form completion question,medium
CASE-00865,waste,1,1,True,high,phone,urgent care support appears to be failing,high
CASE-00866,children_services,5,2,False,low,web,unsafe road defect near school entrance,medium
CASE-00867,highways,9,0,False,low,email,request for update when possible,low
CASE-00868,adult_social_care,6,2,False,low,in_person,safeguarding concern raised by family member,high
CASE-00869,highways,0,3,False,high,phone,payment query needs resolution this week,medium
CASE-00870,housing,5,1,False,high,phone,minor issue reported online,medium
CASE-00871,waste,4,2,False,high,phone,repair delay affecting daily routine,low
CASE-00872,children_services,1,0,False,low,email,payment query needs resolution this week,low
CASE-00873,council_tax,0,2,True,low,email,minor issue reported online,low
CASE-00874,housing,10,3,False,low,phone,urgent care support appears to be failing,high
CASE-00875,highways,5,0,True,medium,web,repeat contact and resident is frustrated,medium
CASE-00876,council_tax,1,1,False,medium,email,general enquiry about service times,low
CASE-00877,council_tax,4,1,False,low,phone,routine form completion question,low
CASE-00878,children_services,0,0,False,high,phone,general enquiry about service times,medium
CASE-00879,waste,8,3,True,medium,web,missed appointment causing inconvenience,medium
CASE-00880,housing,5,4,False,medium,phone,risk of homelessness within days,high
CASE-00881,waste,5,0,True,high,web,risk of homelessness within days,medium
CASE-00882,highways,0,3,False,low,in_person,request for update when possible,low
CASE-00883,housing,2,0,False,low,web,payment query needs resolution this week,low
CASE-00884,adult_social_care,9,1,True,low,phone,safeguarding concern raised by family member,high
CASE-00885,children_services,13,2,False,medium,email,repeat contact and resident is frustrated,medium
CASE-00886,children_services,7,4,False,low,in_person,payment query needs resolution this week,medium
CASE-00887,children_services,0,1,False,low,email,repair delay affecting daily routine,medium
CASE-00888,waste,0,3,False,medium,phone,general enquiry about service times,low
CASE-00889,housing,5,3,False,low,web,request for update when possible,medium
CASE-00890,council_tax,0,5,True,medium,email,unsafe road defect near school entrance,high
CASE-00891,children_services,10,2,False,low,web,unsafe road defect near school entrance,high
CASE-00892,adult_social_care,4,5,False,medium,web,missed appointment causing inconvenience,medium
CASE-00893,waste,3,0,False,medium,in_person,request for update when possible,low
CASE-00894,adult_social_care,3,2,True,high,email,risk of homelessness within days,high
CASE-00895,council_tax,2,1,True,medium,in_person,routine form completion question,medium
CASE-00896,highways,2,0,False,medium,phone,missed appointment causing inconvenience,low
CASE-00897,children_services,3,3,False,high,web,missed appointment causing inconvenience,medium
CASE-00898,waste,5,1,False,medium,phone,routine form completion question,low
CASE-00899,adult_social_care,4,4,True,medium,web,routine form completion question,high
CASE-00900,council_tax,1,0,False,high,in_person,request for update when possible,low
CASE-00901,waste,5,3,False,medium,phone,general enquiry about service times,medium
CASE-00902,waste,1,1,False,low,email,repeat contact and resident is frustrated,low
CASE-00903,council_tax,7,2,True,low,phone,no heating and vulnerable resident affected,high
CASE-00904,council_tax,4,1,False,medium,in_person,request for update when possible,low
CASE-00905,adult_social_care,1,1,False,medium,web,routine form completion question,low
CASE-00906,council_tax,14,0,False,medium,email,unsafe road defect near school entrance,medium
CASE-00907,council_tax,12,1,False,low,web,payment query needs resolution this week,low
CASE-00908,council_tax,4,0,False,low,web,repeat contact and resident is frustrated,low
CASE-00909,children_services,4,1,True,low,in_person,urgent care support appears to be failing,high
CASE-00910,council_tax,0,1,True,medium,web,routine form completion question,low
CASE-00911,children_services,5,0,True,medium,in_person,general enquiry about service times,high
CASE-00912,benefits,4,3,False,high,phone,routine form completion question,medium
CASE-00913,council_tax,8,6,False,medium,web,minor issue reported online,low
CASE-00914,children_services,0,2,True,medium,phone,urgent care support appears to be failing,high
CASE-00915,benefits,6,3,False,medium,phone,payment query needs resolution this week,medium
CASE-00916,housing,1,5,False,high,web,general enquiry about service times,medium
CASE-00917,council_tax,1,1,False,medium,web,routine form completion question,low
CASE-00918,children_services,2,0,False,medium,phone,repeat contact and resident is frustrated,low
CASE-00919,children_services,16,4,True,medium,email,urgent care support appears to be failing,high
CASE-00920,adult_social_care,4,5,True,medium,web,unsafe road defect near school entrance,high
CASE-00921,children_services,0,3,False,medium,phone,risk of homelessness within days,high
CASE-00922,council_tax,0,1,False,medium,email,minor issue reported online,low
CASE-00923,council_tax,1,3,False,high,web,minor issue reported online,low
CASE-00924,housing,0,1,True,medium,web,safeguarding concern raised by family member,high
CASE-00925,waste,9,0,False,high,in_person,minor issue reported online,low
CASE-00926,children_services,6,3,True,medium,web,minor issue reported online,high
CASE-00927,highways,0,2,False,low,phone,no heating and vulnerable resident affected,medium
CASE-00928,highways,6,3,False,low,email,missed appointment causing inconvenience,low
CASE-00929,council_tax,5,0,False,medium,email,safeguarding concern raised by family member,medium
CASE-00930,housing,2,3,False,high,phone,request for update when possible,medium
CASE-00931,benefits,1,1,False,medium,web,repair delay affecting daily routine,low
CASE-00932,adult_social_care,5,2,False,low,web,repeat contact and resident is frustrated,low
CASE-00933,council_tax,1,3,False,medium,email,request for update when possible,low
CASE-00934,housing,2,4,False,low,email,risk of homelessness within days,medium
CASE-00935,waste,8,0,False,medium,email,minor issue reported online,low
CASE-00936,adult_social_care,6,1,False,low,web,missed appointment causing inconvenience,low
CASE-00937,waste,4,6,False,medium,email,routine form completion question,low
CASE-00938,housing,3,0,True,medium,email,routine form completion question,medium
CASE-00939,council_tax,0,2,True,medium,web,urgent care support appears to be failing,medium
CASE-00940,children_services,16,1,False,high,email,repeat contact and resident is frustrated,medium
CASE-00941,benefits,1,4,False,low,phone,request for update when possible,medium
CASE-00942,children_services,0,0,False,medium,phone,minor issue reported online,low
CASE-00943,housing,1,0,True,low,in_person,no heating and vulnerable resident affected,high
CASE-00944,benefits,14,1,False,medium,web,repair delay affecting daily routine,low
CASE-00945,highways,2,2,False,low,web,request for update when possible,low
CASE-00946,benefits,0,2,False,low,phone,minor issue reported online,low
CASE-00947,council_tax,7,1,False,medium,phone,repeat contact and resident is frustrated,low
CASE-00948,highways,6,3,False,low,web,missed appointment causing inconvenience,low
CASE-00949,adult_social_care,0,3,False,low,web,payment query needs resolution this week,medium
CASE-00950,council_tax,12,5,True,high,web,no heating and vulnerable resident affected,high
CASE-00951,adult_social_care,7,0,False,medium,web,risk of homelessness within days,medium
CASE-00952,highways,3,4,False,medium,phone,safeguarding concern raised by family member,medium
CASE-00953,children_services,4,1,False,medium,phone,risk of homelessness within days,medium
CASE-00954,highways,0,2,True,low,web,general enquiry about service times,low
CASE-00955,council_tax,5,3,False,medium,web,risk of homelessness within days,medium
CASE-00956,highways,10,2,False,medium,email,general enquiry about service times,low
CASE-00957,waste,3,4,False,low,web,repeat contact and resident is frustrated,low
CASE-00958,benefits,3,4,False,low,email,missed appointment causing inconvenience,low
CASE-00959,benefits,2,3,False,low,web,no heating and vulnerable resident affected,medium
CASE-00960,council_tax,4,1,False,high,phone,urgent care support appears to be failing,medium
CASE-00961,housing,1,6,False,medium,web,request for update when possible,low
CASE-00962,housing,0,1,False,medium,web,safeguarding concern raised by family member,medium
CASE-00963,children_services,3,0,False,low,phone,missed appointment causing inconvenience,low
CASE-00964,council_tax,8,4,False,high,email,no heating and vulnerable resident affected,high
CASE-00965,benefits,7,1,False,medium,web,routine form completion question,low
CASE-00966,housing,7,4,False,medium,email,minor issue reported online,medium
CASE-00967,waste,8,1,False,low,in_person,payment query needs resolution this week,low
CASE-00968,highways,1,0,False,high,phone,minor issue reported online,medium
CASE-00969,waste,6,5,False,medium,phone,routine form completion question,medium
CASE-00970,waste,7,3,False,low,email,urgent care support appears to be failing,medium
CASE-00971,council_tax,6,1,False,low,web,missed appointment causing inconvenience,low
CASE-00972,waste,6,3,False,medium,web,payment query needs resolution this week,low
CASE-00973,adult_social_care,4,0,False,low,phone,payment query needs resolution this week,low
CASE-00974,council_tax,6,0,False,medium,phone,request for update when possible,low
CASE-00975,adult_social_care,5,1,False,low,web,risk of homelessness within days,medium
CASE-00976,highways,7,6,False,low,web,routine form completion question,low
CASE-00977,highways,10,1,True,low,email,unsafe road defect near school entrance,high
CASE-00978,waste,2,2,False,medium,web,repair delay affecting daily routine,low
CASE-00979,housing,5,3,False,medium,email,repair delay affecting daily routine,medium
CASE-00980,highways,2,1,True,high,web,urgent care support appears to be failing,high
CASE-00981,council_tax,3,0,False,high,phone,routine form completion question,low
CASE-00982,adult_social_care,5,0,False,low,web,repair delay affecting daily routine,low
CASE-00983,waste,0,0,False,medium,in_person,missed appointment causing inconvenience,low
CASE-00984,council_tax,6,1,False,high,web,safeguarding concern raised by family member,medium
CASE-00985,waste,3,2,False,medium,phone,payment query needs resolution this week,low
CASE-00986,highways,4,0,True,medium,phone,routine form completion question,medium
CASE-00987,council_tax,6,1,False,medium,web,request for update when possible,low
CASE-00988,council_tax,11,4,True,high,web,missed appointment causing inconvenience,high
CASE-00989,adult_social_care,1,0,False,medium,web,repair delay affecting daily routine,low
CASE-00990,waste,9,1,False,high,phone,minor issue reported online,low
CASE-00991,highways,0,6,True,high,email,routine form completion question,medium
CASE-00992,highways,2,2,False,medium,email,minor issue reported online,low
CASE-00993,council_tax,6,3,False,medium,web,no heating and vulnerable resident affected,medium
CASE-00994,waste,7,4,True,low,phone,repeat contact and resident is frustrated,high
CASE-00995,adult_social_care,5,3,False,medium,phone,payment query needs resolution this week,medium
CASE-00996,benefits,7,3,True,low,web,no heating and vulnerable resident affected,high
CASE-00997,council_tax,5,0,False,high,phone,repeat contact and resident is frustrated,low
CASE-00998,housing,1,4,False,high,web,routine form completion question,medium
CASE-00999,highways,10,0,False,medium,web,no heating and vulnerable resident affected,medium
CASE-01000,housing,7,4,False,low,email,routine form completion question,medium
CASE-01001,highways,7,1,False,high,email,request for update when possible,low
CASE-01002,adult_social_care,2,5,True,medium,phone,general enquiry about service times,high
CASE-01003,benefits,3,1,True,medium,email,repair delay affecting daily routine,low
CASE-01004,housing,7,2,False,medium,web,no heating and vulnerable resident affected,medium
CASE-01005,children_services,3,0,False,medium,phone,payment query needs resolution this week,low
CASE-01006,housing,2,5,False,low,web,safeguarding concern raised by family member,medium
CASE-01007,highways,3,1,False,high,web,safeguarding concern raised by family member,medium
CASE-01008,benefits,1,2,False,medium,email,routine form completion question,low
CASE-01009,children_services,4,3,False,low,in_person,routine form completion question,medium
CASE-01010,housing,2,1,True,high,email,safeguarding concern raised by family member,high
CASE-01011,benefits,5,5,False,low,web,safeguarding concern raised by family member,medium
CASE-01012,housing,12,1,False,low,web,payment query needs resolution this week,low
CASE-01013,children_services,6,0,True,low,email,routine form completion question,medium
CASE-01014,council_tax,7,5,False,medium,phone,general enquiry about service times,medium
CASE-01015,adult_social_care,3,2,True,low,web,routine form completion question,medium
CASE-01016,children_services,3,2,False,low,web,unsafe road defect near school entrance,medium
CASE-01017,benefits,4,5,False,low,web,urgent care support appears to be failing,medium
CASE-01018,housing,0,2,False,low,phone,safeguarding concern raised by family member,medium
CASE-01019,council_tax,8,1,False,high,web,request for update when possible,low
CASE-01020,housing,7,0,True,high,web,request for update when possible,medium
CASE-01021,benefits,5,2,False,low,email,minor issue reported online,low
CASE-01022,waste,3,1,False,medium,web,general enquiry about service times,low
CASE-01023,council_tax,5,2,False,high,phone,no heating and vulnerable resident affected,medium
CASE-01024,adult_social_care,4,0,False,medium,in_person,request for update when possible,low
CASE-01025,council_tax,9,3,True,high,phone,payment query needs resolution this week,high
CASE-01026,highways,4,2,False,high,web,payment query needs resolution this week,low
CASE-01027,benefits,0,5,False,low,web,repair delay affecting daily routine,low
CASE-01028,children_services,0,0,False,low,web,safeguarding concern raised by family member,medium
CASE-01029,benefits,7,0,False,low,phone,routine form completion question,low
CASE-01030,adult_social_care,11,6,False,medium,web,routine form completion question,medium
CASE-01031,council_tax,10,1,True,medium,phone,no heating and vulnerable resident affected,high
CASE-01032,council_tax,0,3,True,medium,phone,risk of homelessness within days,high
CASE-01033,waste,9,1,False,low,phone,payment query needs resolution this week,low
CASE-01034,adult_social_care,0,5,False,high,email,minor issue reported online,medium
CASE-01035,highways,3,2,False,low,web,routine form completion question,low
CASE-01036,adult_social_care,0,0,False,medium,web,unsafe road defect near school entrance,medium
CASE-01037,waste,11,1,True,medium,web,unsafe road defect near school entrance,high
CASE-01038,highways,5,2,False,medium,web,safeguarding concern raised by family member,medium
CASE-01039,housing,8,1,False,low,email,missed appointment causing inconvenience,low
CASE-01040,waste,4,3,False,medium,web,missed appointment causing inconvenience,low
CASE-01041,council_tax,1,0,False,medium,email,repeat contact and resident is frustrated,low
CASE-01042,waste,0,2,False,low,email,repair delay affecting daily routine,low
CASE-01043,housing,8,5,False,medium,phone,request for update when possible,medium
CASE-01044,benefits,0,2,False,low,web,general enquiry about service times,low
CASE-01045,highways,0,4,True,medium,phone,unsafe road defect near school entrance,high
CASE-01046,waste,4,3,False,low,web,request for update when possible,low
CASE-01047,adult_social_care,8,1,False,medium,web,repeat contact and resident is frustrated,low
CASE-01048,children_services,0,0,False,low,email,general enquiry about service times,low
CASE-01049,benefits,3,0,False,low,phone,request for update when possible,low
CASE-01050,housing,9,3,False,medium,email,payment query needs resolution this week,medium
CASE-01051,children_services,7,1,True,high,email,risk of homelessness within days,high
CASE-01052,adult_social_care,2,4,False,medium,phone,request for update when possible,medium
CASE-01053,waste,7,6,False,high,email,missed appointment causing inconvenience,medium
CASE-01054,waste,10,0,False,high,phone,general enquiry about service times,medium
CASE-01055,adult_social_care,6,2,False,medium,web,repair delay affecting daily routine,low
CASE-01056,housing,0,0,True,high,web,repeat contact and resident is frustrated,medium
CASE-01057,housing,0,0,False,medium,web,unsafe road defect near school entrance,medium
CASE-01058,children_services,6,3,False,high,email,repair delay affecting daily routine,medium
CASE-01059,adult_social_care,3,2,False,medium,phone,minor issue reported online,low
CASE-01060,adult_social_care,4,2,True,medium,email,general enquiry about service times,medium
CASE-01061,waste,3,0,False,low,email,safeguarding concern raised by family member,low
CASE-01062,adult_social_care,1,2,False,high,web,minor issue reported online,low
CASE-01063,benefits,1,0,False,low,phone,missed appointment causing inconvenience,low
CASE-01064,highways,4,1,True,low,web,repair delay affecting daily routine,low
CASE-01065,adult_social_care,1,1,False,medium,phone,payment query needs resolution this week,low
CASE-01066,highways,3,3,True,high,web,minor issue reported online,medium
CASE-01067,adult_social_care,8,2,False,medium,email,payment query needs resolution this week,low
CASE-01068,benefits,2,4,False,high,web,urgent care support appears to be failing,medium
CASE-01069,waste,0,4,False,medium,web,minor issue reported online,low
CASE-01070,adult_social_care,0,0,False,medium,web,repeat contact and resident is frustrated,low
CASE-01071,council_tax,7,2,False,medium,web,missed appointment causing inconvenience,low
CASE-01072,highways,0,5,False,high,phone,payment query needs resolution this week,medium
CASE-01073,waste,7,1,False,medium,in_person,general enquiry about service times,low
CASE-01074,benefits,11,1,False,medium,web,repeat contact and resident is frustrated,low
CASE-01075,highways,9,6,True,medium,web,routine form completion question,medium
CASE-01076,highways,6,1,False,low,email,repeat contact and resident is frustrated,low
CASE-01077,council_tax,0,2,False,high,email,request for update when possible,low
CASE-01078,adult_social_care,0,1,True,medium,web,unsafe road defect near school entrance,high
CASE-01079,benefits,7,5,False,high,web,no heating and vulnerable resident affected,high
CASE-01080,council_tax,2,4,False,low,web,routine form completion question,low
CASE-01081,highways,12,3,False,medium,web,request for update when possible,medium
CASE-01082,council_tax,0,1,False,high,phone,minor issue reported online,low
CASE-01083,highways,1,4,False,low,web,no heating and vulnerable resident affected,medium
CASE-01084,council_tax,0,4,True,low,web,minor issue reported online,medium
CASE-01085,highways,6,3,False,low,email,routine form completion question,low
CASE-01086,benefits,3,1,True,low,web,repeat contact and resident is frustrated,low
CASE-01087,housing,7,1,False,low,phone,repair delay affecting daily routine,low
CASE-01088,benefits,3,1,True,low,phone,unsafe road defect near school entrance,high
CASE-01089,housing,2,3,False,medium,phone,payment query needs resolution this week,medium
CASE-01090,housing,6,2,False,high,web,general enquiry about service times,low
CASE-01091,adult_social_care,5,0,True,medium,web,minor issue reported online,medium
CASE-01092,adult_social_care,10,1,False,low,phone,repeat contact and resident is frustrated,medium
CASE-01093,council_tax,8,3,False,low,phone,minor issue reported online,medium
CASE-01094,adult_social_care,0,3,False,medium,web,no heating and vulnerable resident affected,high
CASE-01095,children_services,10,2,False,medium,web,general enquiry about service times,medium
CASE-01096,highways,3,2,False,low,web,minor issue reported online,low
CASE-01097,highways,8,3,False,medium,web,minor issue reported online,low
CASE-01098,highways,4,3,False,high,email,repeat contact and resident is frustrated,low
CASE-01099,benefits,12,0,False,medium,web,missed appointment causing inconvenience,low
CASE-01100,council_tax,3,1,False,medium,web,no heating and vulnerable resident affected,low
CASE-01101,council_tax,0,4,False,medium,web,repair delay affecting daily routine,low
CASE-01102,waste,8,1,False,low,phone,repeat contact and resident is frustrated,low
CASE-01103,waste,3,3,False,low,email,request for update when possible,low
CASE-01104,highways,6,3,False,low,web,repeat contact and resident is frustrated,low
CASE-01105,adult_social_care,8,2,False,medium,phone,minor issue reported online,medium
CASE-01106,highways,6,2,False,high,phone,unsafe road defect near school entrance,medium
CASE-01107,council_tax,7,2,True,medium,web,risk of homelessness within days,high
CASE-01108,housing,6,5,False,medium,web,minor issue reported online,medium
CASE-01109,adult_social_care,8,0,False,low,web,payment query needs resolution this week,low
CASE-01110,waste,8,4,False,low,phone,repair delay affecting daily routine,medium
CASE-01111,waste,0,6,False,low,email,request for update when possible,low
CASE-01112,highways,7,2,False,medium,phone,unsafe road defect near school entrance,high
CASE-01113,adult_social_care,7,0,False,medium,web,general enquiry about service times,low
CASE-01114,housing,0,2,False,medium,email,general enquiry about service times,low
CASE-01115,benefits,2,3,True,medium,email,no heating and vulnerable resident affected,high
CASE-01116,benefits,5,0,False,low,phone,general enquiry about service times,low
CASE-01117,housing,3,4,False,low,web,safeguarding concern raised by family member,medium
CASE-01118,benefits,5,2,False,medium,phone,request for update when possible,low
CASE-01119,adult_social_care,5,3,True,medium,web,no heating and vulnerable resident affected,high
CASE-01120,waste,9,1,False,medium,email,payment query needs resolution this week,low
CASE-01121,highways,8,2,False,medium,email,repeat contact and resident is frustrated,low
CASE-01122,highways,5,2,False,medium,web,unsafe road defect near school entrance,medium
CASE-01123,children_services,3,1,False,low,phone,minor issue reported online,low
CASE-01124,children_services,1,1,False,high,web,routine form completion question,low
CASE-01125,waste,3,0,False,medium,web,repair delay affecting daily routine,low
CASE-01126,children_services,0,0,False,high,web,general enquiry about service times,low
CASE-01127,council_tax,12,3,False,medium,web,safeguarding concern raised by family member,high
CASE-01128,waste,4,1,False,low,phone,general enquiry about service times,low
CASE-01129,highways,8,4,False,medium,web,urgent care support appears to be failing,medium
CASE-01130,adult_social_care,3,1,False,low,web,request for update when possible,low
CASE-01131,housing,7,3,False,high,web,general enquiry about service times,medium
CASE-01132,council_tax,11,5,False,medium,phone,urgent care support appears to be failing,high
CASE-01133,benefits,2,2,False,low,web,general enquiry about service times,low
CASE-01134,adult_social_care,4,1,False,low,web,repair delay affecting daily routine,low
CASE-01135,children_services,12,3,False,high,web,repair delay affecting daily routine,high
CASE-01136,housing,8,4,False,medium,email,no heating and vulnerable resident affected,high
CASE-01137,highways,7,4,True,high,web,repeat contact and resident is frustrated,high
CASE-01138,housing,5,2,False,medium,email,unsafe road defect near school entrance,medium
CASE-01139,waste,9,2,False,high,web,general enquiry about service times,low
CASE-01140,adult_social_care,7,1,False,low,email,no heating and vulnerable resident affected,medium
CASE-01141,housing,0,4,False,medium,phone,repeat contact and resident is frustrated,medium
CASE-01142,waste,3,1,False,medium,web,minor issue reported online,low
CASE-01143,highways,5,0,False,low,phone,urgent care support appears to be failing,medium
CASE-01144,children_services,10,3,True,high,web,no heating and vulnerable resident affected,high
CASE-01145,benefits,3,1,False,medium,web,minor issue reported online,low
CASE-01146,adult_social_care,10,3,False,medium,email,minor issue reported online,medium
CASE-01147,children_services,5,4,False,low,phone,minor issue reported online,medium
CASE-01148,council_tax,13,2,False,low,email,urgent care support appears to be failing,medium
CASE-01149,council_tax,3,0,False,low,web,routine form completion question,low
CASE-01150,housing,0,0,False,low,web,no heating and vulnerable resident affected,medium
CASE-01151,waste,2,1,True,medium,phone,repeat contact and resident is frustrated,medium
CASE-01152,highways,5,5,False,high,web,unsafe road defect near school entrance,high
CASE-01153,benefits,4,0,True,high,email,no heating and vulnerable resident affected,high
CASE-01154,council_tax,0,1,False,high,phone,minor issue reported online,low
CASE-01155,waste,5,6,False,low,phone,request for update when possible,medium
CASE-01156,highways,13,1,False,medium,web,repeat contact and resident is frustrated,low
CASE-01157,benefits,7,4,False,low,web,minor issue reported online,low
CASE-01158,children_services,1,1,False,medium,web,urgent care support appears to be failing,medium
CASE-01159,housing,5,1,False,medium,web,general enquiry about service times,low
CASE-01160,council_tax,1,3,True,high,phone,general enquiry about service times,high
CASE-01161,highways,9,0,False,medium,web,general enquiry about service times,low
CASE-01162,waste,0,0,True,low,phone,no heating and vulnerable resident affected,high
CASE-01163,highways,5,1,True,medium,phone,repeat contact and resident is frustrated,medium
CASE-01164,housing,1,0,False,medium,web,minor issue reported online,low
CASE-01165,children_services,2,3,False,medium,phone,missed appointment causing inconvenience,medium
CASE-01166,council_tax,0,0,True,high,web,payment query needs resolution this week,medium
CASE-01167,housing,9,2,False,medium,web,minor issue reported online,low
CASE-01168,highways,6,3,False,medium,phone,repeat contact and resident is frustrated,medium
CASE-01169,waste,2,4,False,medium,email,missed appointment causing inconvenience,low
CASE-01170,waste,7,4,True,high,email,request for update when possible,high
CASE-01171,children_services,8,1,False,high,phone,missed appointment causing inconvenience,medium
CASE-01172,waste,7,0,True,low,phone,safeguarding concern raised by family member,high
CASE-01173,children_services,7,3,False,high,email,unsafe road defect near school entrance,high
CASE-01174,council_tax,4,3,False,low,email,urgent care support appears to be failing,medium
CASE-01175,housing,4,0,False,medium,web,routine form completion question,low
CASE-01176,waste,1,3,False,medium,phone,urgent care support appears to be failing,medium
CASE-01177,housing,2,1,False,medium,phone,repeat contact and resident is frustrated,low
CASE-01178,waste,1,2,False,high,phone,risk of homelessness within days,medium
CASE-01179,waste,9,0,False,medium,in_person,minor issue reported online,low
CASE-01180,benefits,10,1,False,low,web,missed appointment causing inconvenience,low
CASE-01181,highways,3,1,False,low,web,request for update when possible,low
CASE-01182,benefits,3,0,False,medium,email,minor issue reported online,low
CASE-01183,benefits,8,1,False,high,phone,no heating and vulnerable resident affected,medium
CASE-01184,waste,8,0,False,low,web,repair delay affecting daily routine,low
CASE-01185,council_tax,2,3,False,low,phone,repeat contact and resident is frustrated,low
CASE-01186,highways,9,0,False,low,phone,missed appointment causing inconvenience,low
CASE-01187,council_tax,10,2,False,low,phone,safeguarding concern raised by family member,medium
CASE-01188,highways,3,2,False,low,phone,general enquiry about service times,low
CASE-01189,children_services,0,1,False,medium,phone,minor issue reported online,low
CASE-01190,council_tax,6,2,False,medium,phone,minor issue reported online,low
CASE-01191,highways,1,2,False,medium,web,minor issue reported online,low
CASE-01192,waste,1,3,False,low,phone,general enquiry about service times,low
CASE-01193,waste,0,3,False,medium,web,minor issue reported online,low
CASE-01194,adult_social_care,5,3,False,low,email,minor issue reported online,medium
CASE-01195,children_services,7,1,False,medium,web,unsafe road defect near school entrance,medium
CASE-01196,adult_social_care,3,0,False,low,phone,urgent care support appears to be failing,medium
